
D 2019-09-23 12:34:29.31 00:00:00.00 HA      900_226001567164 A4    1  2268
D 2019-09-23 12:34:29.71 00:00:00.10 HA      900_226001567164 A4    2     3
D 2019-09-23 12:34:30.01 00:00:00.00 HA      900_226001567164 A4    1     1
D 2019-09-23 12:34:30.52 00:00:00.00 HA      900_226001567164 A4    1     4
D 2019-09-23 12:34:30.72 00:00:00.00 HA      900_226001567164 A4    1     1
D 2019-09-23 12:34:31.13 00:00:00.20 HA      900_226001567164 A4    3     3
D 2019-09-23 12:34:31.53 00:00:00.00 HA      900_226001567164 A4    1     1
D 2019-09-23 12:34:31.73 00:00:00.00 HA      900_226001567164 A4    1     1
D 2019-09-23 12:34:32.93 00:00:00.00 HA      900_226001567164 A4    1     1
D 2019-09-23 12:34:33.15 00:00:00.90 HA      900_226001567164 A4   10     1
D 2019-09-23 12:34:34.25 00:00:00.10 HA      900_226001567164 A4    2     1
D 2019-09-23 12:34:34.56 00:00:00.00 HA      900_226001567164 A4    1     1
D 2019-09-23 12:34:34.97 00:00:00.31 HA      900_226001567164 A4    4    13
D 2019-09-23 12:34:35.68 00:00:00.00 HA      900_226001567164 A4    1     3
D 2019-09-23 12:34:36.49 00:00:00.20 HA      900_226001567164 A4    3     7
D 2019-09-23 12:34:38.10 00:00:00.10 HA      900_226001567164 A4    2     3
D 2019-09-23 12:34:38.51 00:00:00.30 HA      900_226001567164 A4    4     2
D 2019-09-23 16:43:05.51 00:00:00.00 HA      900_226000497661 A4    1     .
D 2019-09-23 16:43:05.71 00:00:00.00 HA      900_226000497661 A4    1     1
D 2019-09-23 16:43:05.91 00:00:00.00 HA      900_226000497661 A4    1     1
D 2019-09-23 16:43:06.32 00:00:00.00 HA      900_226000497661 A4    1     3
D 2019-09-23 16:43:06.62 00:00:00.11 HA      900_226000497661 A4    2     2
D 2019-09-23 16:43:06.93 00:00:01.22 HA      900_226000497661 A4   13     1
D 2019-09-23 16:43:08.35 00:00:01.81 HA      900_226000497661 A4    9     1
D 2019-09-23 16:43:10.37 00:00:00.00 HA      900_226000497661 A4    1     1
D 2019-09-23 16:58:20.34 00:00:00.60 HA      900_226000497661 A4    7  9047
D 2019-09-23 16:58:21.14 00:00:00.61 HA      900_226000497661 A4    7     1
D 2019-09-23 16:58:21.95 00:00:00.11 HA      900_226000497661 A4    2     1
D 2019-09-23 16:58:22.26 00:00:01.52 HA      900_226000497661 A4   16     1
D 2019-09-23 16:58:23.98 00:00:00.10 HA      900_226000497661 A4    2     1
D 2019-09-23 19:42:58.66 00:00:00.00 HA      900_226000497891 A4    1     .
D 2019-09-23 19:42:58.96 00:00:00.10 HA      900_226000497891 A4    2     2
D 2019-09-23 19:42:59.47 00:00:00.61 HA      900_226000497891 A4    7     3
D 2019-09-23 19:43:00.28 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 19:43:00.58 00:00:01.53 HA      900_226000497891 A4   16     2
D 2019-09-23 20:03:07.09 00:00:00.20 HA      900_226000497627 A4    3 11965
D 2019-09-23 20:03:07.80 00:00:00.00 HA      900_226000497627 A4    1     4
D 2019-09-23 20:28:25.56 00:00:00.00 HA      900_226000497627 A4    1 15071
D 2019-09-23 20:31:21.13 00:00:00.00 HA      900_226000497891 A4    1  1742
D 2019-09-23 20:31:21.33 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:31:21.64 00:00:00.00 HA      900_226000497891 A4    1     2
D 2019-09-23 20:31:21.84 00:00:00.10 HA      900_226000497891 A4    2     1
D 2019-09-23 20:31:22.25 00:00:00.00 HA      900_226000497891 A4    1     2
D 2019-09-23 20:31:22.95 00:00:00.00 HA      900_226000497891 A4    1     6
D 2019-09-23 20:34:14.90 00:00:00.00 HA      900_226000497891 A4    1  1704
D 2019-09-23 20:34:15.11 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:34:21.28 00:00:00.10 HA      900_226000497891 A4    2    60
D 2019-09-23 20:34:21.68 00:00:00.20 HA      900_226000497891 A4    3     2
D 2019-09-23 20:34:22.09 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:34:22.40 00:00:00.10 HA      900_226000497891 A4    2     2
D 2019-09-23 20:34:23.72 00:00:00.10 HA      900_226000497891 A4    2     3
D 2019-09-23 20:34:25.02 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:34:25.32 00:00:00.10 HA      900_226000497891 A4    2     2
D 2019-09-23 20:34:25.72 00:00:00.00 HA      900_226000497891 A4    1     2
D 2019-09-23 20:34:25.92 00:00:00.11 HA      900_226000497891 A4    2     1
D 2019-09-23 20:34:25.24 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:34:25.44 00:00:00.10 HA      900_226000497891 A4    2     1
D 2019-09-23 20:34:25.94 00:00:00.00 HA      900_226000497891 A4    1     3
D 2019-09-23 20:35:46.53 00:00:00.10 HA      900_226000497891 A4    2   799
D 2019-09-23 20:35:46.83 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:35:47.03 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:35:47.23 00:00:00.00 HA      900_226000497891 A4    1     1
D 2019-09-23 20:35:53.99 00:00:00.00 HA      900_226000497891 A4    1    66
D 2019-09-23 20:35:54.19 00:00:00.21 HA      900_226000497891 A4    3     1
D 2019-09-23 20:35:54.60 00:00:00.20 HA      900_226000497891 A4    3     1
D 2019-09-23 20:35:55.41 00:00:00.00 HA      900_226000497891 A4    1     5
D 2019-09-23 20:36:07.72 00:00:00.00 HA      900_226000497891 A4    1   121
D 2019-09-23 20:36:07.92 00:00:00.00 HA      900_226000497891 A4    1     1
