DATE,MONTH,DAY,TIME,HOUR,MINUTE,PIT
9/6/18,9,6,13:53,13,53,773564
9/6/18,9,6,13:53,13,53,773564
9/6/18,9,6,13:53,13,53,773564
9/6/18,9,6,17:37,17,37,773961
9/6/18,9,6,17:37,17,37,773961
9/6/18,9,6,17:37,17,37,773961
9/6/18,9,6,17:37,17,37,773961
9/6/18,9,6,21:54,21,54,774168
9/6/18,9,6,21:54,21,54,774168
9/6/18,9,6,21:54,21,54,774168
9/6/18,9,6,21:54,21,54,774168
9/6/18,9,6,21:55,21,55,774168
9/6/18,9,6,21:55,21,55,774168
9/6/18,9,6,21:55,21,55,774168
9/7/18,9,7,12:20,12,20,251956
9/7/18,9,7,12:20,12,20,251956
9/7/18,9,7,12:20,12,20,251956
9/7/18,9,7,12:20,12,20,251956
9/7/18,9,7,12:20,12,20,251956
9/7/18,9,7,12:20,12,20,611073
9/7/18,9,7,12:20,12,20,611073
9/7/18,9,7,12:27,12,27,773478
9/7/18,9,7,12:27,12,27,773478
9/7/18,9,7,12:27,12,27,773478
9/7/18,9,7,12:27,12,27,773478
9/7/18,9,7,12:27,12,27,773478
9/7/18,9,7,12:27,12,27,773478
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:34,12,34,611073
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:36,12,36,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:37,12,37,773522
9/7/18,9,7,12:42,12,42,
9/7/18,9,7,12:42,12,42,
9/7/18,9,7,12:42,12,42,wer up
9/7/18,9,7,12:42,12,42,
9/7/18,9,7,12:42,12,42,
9/7/18,9,7,12:42,12,42,wer up
9/7/18,9,7,12:43,12,43,quence '12'
9/7/18,9,7,12:43,12,43,
9/7/18,9,7,12:44,12,44,
9/7/18,9,7,12:44,12,44,
9/7/18,9,7,12:44,12,44,wer up
9/7/18,9,7,14:29,14,29,773946
9/7/18,9,7,14:29,14,29,773946
9/7/18,9,7,14:29,14,29,773946
9/7/18,9,7,14:29,14,29,773946
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:14,5,14,774168
9/8/18,9,8,5:15,5,15,774168
9/8/18,9,8,5:15,5,15,774168
9/8/18,9,8,6:40,6,40,774063
9/8/18,9,8,6:40,6,40,774063
9/8/18,9,8,6:40,6,40,774063
9/8/18,9,8,6:40,6,40,774063
9/8/18,9,8,6:40,6,40,774063
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:46,6,46,774168
9/8/18,9,8,6:47,6,47,774168
9/8/18,9,8,6:47,6,47,774168
9/9/18,9,9,12:30,12,30,172742
9/9/18,9,9,12:30,12,30,172742
9/9/18,9,9,12:30,12,30,172742
9/9/18,9,9,12:30,12,30,172742
9/10/18,9,10,12:49,12,49,
9/10/18,9,10,12:49,12,49,
9/10/18,9,10,12:49,12,49,wer up
9/10/18,9,10,12:49,12,49,
9/10/18,9,10,12:50,12,50,
9/10/18,9,10,12:50,12,50,
9/10/18,9,10,12:50,12,50,wer up
9/10/18,9,10,18:19,18,19,773547
9/10/18,9,10,18:19,18,19,773547
9/10/18,9,10,18:19,18,19,773547
9/10/18,9,10,18:19,18,19,773547
9/10/18,9,10,18:19,18,19,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:20,18,20,773547
9/10/18,9,10,18:22,18,22,773547
9/10/18,9,10,18:22,18,22,773547
9/10/18,9,10,18:22,18,22,773547
9/10/18,9,10,18:22,18,22,773547
9/10/18,9,10,18:22,18,22,773547
9/10/18,9,10,18:22,18,22,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:23,18,23,773547
9/10/18,9,10,18:24,18,24,773547
9/10/18,9,10,18:24,18,24,773547
9/10/18,9,10,18:24,18,24,773547
9/10/18,9,10,18:24,18,24,773547
9/10/18,9,10,18:24,18,24,773547
9/11/18,9,11,10:19,10,19,967734
9/11/18,9,11,10:19,10,19,967734
9/11/18,9,11,10:19,10,19,967734
9/11/18,9,11,14:11,14,11,
9/11/18,9,11,14:11,14,11,
9/11/18,9,11,14:11,14,11,wer up
9/11/18,9,11,14:11,14,11,
9/11/18,9,11,14:12,14,12,
9/11/18,9,11,14:12,14,12,
9/11/18,9,11,14:12,14,12,wer up
9/11/18,9,11,15:17,15,17,774537
9/11/18,9,11,15:17,15,17,774537
9/11/18,9,11,15:17,15,17,774537
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:06,18,6,773853
9/11/18,9,11,18:07,18,7,773853
9/11/18,9,11,18:07,18,7,773853
9/11/18,9,11,18:07,18,7,773853
9/11/18,9,11,18:07,18,7,773853
9/11/18,9,11,18:07,18,7,773853
9/11/18,9,11,18:07,18,7,773853
