
D 2019-09-30 20:40:50.94 00:00:00.22 HA      900_226000497700 A4    3     .
D 2019-09-30 20:40:51.36 00:00:00.10 HA      900_226000497700 A4    2     1
D 2019-09-30 20:42:18.08 00:00:00.20 HA      900_226000497700 A4    3   859
D 2019-09-30 20:42:18.48 00:00:00.10 HA      900_226000497700 A4    2     1
D 2019-09-30 20:42:41.56 00:00:00.10 HA      900_226000497700 A4    2   227
D 2019-09-30 20:42:42.06 00:00:00.21 HA      900_226000497700 A4    3     3
D 2019-09-30 20:42:44.60 00:00:00.20 HA      900_226000497700 A4    3    22
D 2019-09-30 20:42:45.00 00:00:00.30 HA      900_226000497700 A4    4     1
D 2019-09-30 20:42:45.70 00:00:00.00 HA      900_226000497700 A4    1     3
D 2019-09-30 20:42:46.90 00:00:00.12 HA      900_226000497700 A4    2     1
D 2019-09-30 20:42:47.32 00:00:00.00 HA      900_226000497700 A4    1     2
D 2019-09-30 20:42:47.72 00:00:00.00 HA      900_226000497700 A4    1     3
D 2019-09-30 20:42:48.03 00:00:00.00 HA      900_226000497700 A4    1     2
D 2019-09-30 20:42:47.33 00:00:00.00 HA      900_226000497700 A4    1     2
D 2019-09-30 20:43:28.94 00:00:00.10 HA      900_226000497700 A4    2   412
D 2019-09-30 20:43:30.26 00:00:00.00 HA      900_226000497700 A4    1    11
D 2019-09-30 20:50:28.35 00:00:00.00 HA      900_226000497700 A4    1  4150
D 2019-09-30 21:28:57.96 00:00:00.00 HA      900_226000497700 A4    1 22931
D 2019-09-30 21:28:58.27 00:00:00.00 HA      900_226000497700 A4    1     2
D 2019-09-30 21:28:58.58 00:00:00.00 HA      900_226000497700 A4    1     2
D 2019-09-30 21:28:58.98 00:00:00.00 HA      900_226000497700 A4    1     3
D 2019-09-30 21:28:59.19 00:00:00.20 HA      900_226000497700 A4    3     1
D 2019-09-30 21:28:59.79 00:00:04.15 HA      900_226000497700 A4   42     3
D 2019-09-30 21:29:04.16 00:00:00.30 HA      900_226000497700 A4    4     1
D 2019-09-30 21:29:06.97 23:59:59.40 HA      900_226000497700 A4    5    14
D 2019-09-30 21:29:06.57 00:00:00.52 HA      900_226000497700 A4    6     1
D 2019-09-30 21:29:07.29 00:00:00.40 HA      900_226000497700 A4    5     1
D 2019-09-30 21:29:07.89 00:00:00.11 HA      900_226000497700 A4    2     1
D 2019-09-30 21:29:15.26 00:00:00.00 HA      900_226000497700 A4    1    71
D 2019-09-30 21:29:15.46 00:00:00.00 HA      900_226000497700 A4    1     1
D 2019-09-30 21:29:15.66 00:00:00.10 HA      900_226000497700 A4    2     1
D 2019-09-30 21:29:15.97 00:00:03.35 HA      900_226000497700 A4   34     1
D 2019-09-30 21:29:19.62 00:00:00.00 HA      900_226000497700 A4    1     2
D 2019-09-30 21:30:11.69 00:00:00.10 HA      900_226000497700 A4    2   516
D 2019-09-30 21:30:12.01 00:00:00.20 HA      900_226000497700 A4    3     1
D 2019-09-30 21:30:13.61 00:00:00.10 HA      900_226000497700 A4    2     3
D 2019-09-30 21:30:13.91 00:00:00.00 HA      900_226000497700 A4    1     1
D 2019-09-30 21:30:14.12 23:59:59.31 HA      900_226000497700 A4    4     1
D 2019-09-30 21:30:13.63 00:00:00.30 HA      900_226000497700 A4    4     1
D 2019-09-30 21:30:47.18 00:00:00.00 HA      900_226000497700 A4    1   329
D 2019-09-30 21:30:47.78 00:00:00.22 HA      900_226000497700 A4    3     5
D 2019-09-30 21:30:48.20 00:00:00.00 HA      900_226000497700 A4    1     1
D 2019-09-30 21:30:48.40 00:00:00.30 HA      900_226000497700 A4    4     1
D 2019-09-30 21:30:48.90 00:00:00.61 HA      900_226000497700 A4    7     1
D 2019-09-30 21:30:49.71 00:00:00.00 HA      900_226000497700 A4    1     1
D 2019-09-30 21:30:50.22 00:00:00.00 HA      900_226000497700 A4    1     4
D 2019-09-30 21:32:51.40 00:00:00.00 HA      900_226000497700 A4    1  1202
D 2019-09-30 21:32:51.61 00:00:00.00 HA      900_226000497700 A4    1     1
D 2019-09-30 21:32:51.81 00:00:07.00 HA      900_226000497700 A4   70     1
D 2019-09-30 21:32:59.22 00:00:00.00 HA      900_226000497700 A4    1     3
D 2019-09-30 21:32:59.53 00:00:02.20 HA      900_226000497700 A4   13     2
D 2019-09-30 21:40:49.61 00:00:00.31 HA      900_226001567332 A4    4  4655
D 2019-09-30 21:40:50.53 00:00:00.10 HA      900_226001567332 A4    2     5
D 2019-09-30 21:40:50.83 00:00:00.10 HA      900_226001567332 A4    2     1
D 2019-09-30 21:40:51.23 00:00:00.11 HA      900_226001567332 A4    2     2
D 2019-09-30 21:40:53.36 00:00:00.00 HA      900_226001567332 A4    1    19
D 2019-09-30 21:40:53.86 00:00:00.00 HA      900_226001567332 A4    1     4
D 2019-09-30 21:40:54.17 00:00:00.10 HA      900_226001567332 A4    2     2
D 2019-09-30 21:42:35.87 00:00:00.00 HA      900_226001567329 A4    1  1008
D 2019-09-30 21:42:36.08 00:00:00.11 HA      900_226001567329 A4    2     1
D 2019-09-30 21:42:36.39 00:00:01.20 HA      900_226001567329 A4    3     1
D 2019-09-30 21:43:00.27 00:00:00.10 HA      900_226000497700 A4    2   234
D 2019-09-30 21:43:00.57 00:00:00.31 HA      900_226000497700 A4    4     1
D 2019-09-30 21:43:01.09 00:00:00.00 HA      900_226000497700 A4    1     1
D 2019-09-30 21:43:01.29 00:00:00.00 HA      900_226000497700 A4    1     1
D 2019-09-30 21:43:01.59 00:00:00.00 HA      900_226000497700 A4    1     2
D 2019-09-30 21:43:03.71 00:00:00.10 HA      900_226001567329 A4    2    20
D 2019-09-30 21:43:05.02 00:00:00.00 HA      900_226001567329 A4    1     1
D 2019-09-30 21:43:05.22 00:00:00.20 HA      900_226001567329 A4    3     1
D 2019-09-30 21:43:05.63 00:00:00.81 HA      900_226001567329 A4    9     1
D 2019-09-30 21:43:06.64 00:00:00.00 HA      900_226001567329 A4    1     1
D 2019-09-30 21:43:06.85 00:00:00.30 HA      900_226001567329 A4    4     1
D 2019-09-30 21:43:07.35 00:00:00.30 HA      900_226001567329 A4    4     1
D 2019-09-30 21:43:07.85 00:00:00.32 HA      900_226001567329 A4    4     1
D 2019-09-30 21:43:08.37 23:59:59.20 HA      900_226001567329 A4    3     1
D 2019-09-30 21:46:57.80 00:00:00.00 HA      900_226001567329 A4    1  2285
D 2019-09-30 21:47:00.73 00:00:00.00 HA      900_226001567329 A4    1    28
D 2019-09-30 21:47:00.93 00:00:00.11 HA      900_226001567329 A4    2     1
D 2019-09-30 21:47:01.24 00:00:01.41 HA      900_226001567329 A4    5     1
D 2019-09-30 21:47:02.85 00:00:00.10 HA      900_226001567329 A4    2     1
D 2019-09-30 21:47:03.16 23:59:59.50 HA      900_226001567329 A4    6     1
D 2019-09-30 21:47:02.86 00:00:01.63 HA      900_226001567329 A4   17     1
D 2019-09-30 21:47:04.69 00:00:00.00 HA      900_226001567329 A4    1     1
D 2019-09-30 21:48:43.08 00:00:00.20 HA      900_226001567329 A4    3   976
D 2019-09-30 21:48:43.88 00:00:00.00 HA      900_226001567329 A4    1     5
D 2019-09-30 21:48:44.20 00:00:00.00 HA      900_226001567329 A4    1     2
D 2019-09-30 21:52:56.08 00:00:00.00 HA      900_226001567329 A4    1  2500
D 2019-09-30 21:52:56.28 00:00:00.00 HA      900_226001567329 A4    1     1
D 2019-09-30 21:52:57.30 00:00:00.00 HA      900_226001567329 A4    1     9
D 2019-09-30 21:52:57.50 00:00:00.00 HA      900_226001567329 A4    1     1
D 2019-09-30 21:52:57.70 00:00:00.00 HA      900_226001567329 A4    1     1
D 2019-09-30 21:56:54.86 00:00:00.10 HA      900_226001567332 A4    2  2354
D 2019-09-30 21:56:55.98 00:00:00.00 HA      900_226001567332 A4    1     9
D 2019-09-30 21:56:56.18 00:00:00.00 HA      900_226001567332 A4    1     1
D 2019-09-30 21:56:56.58 00:00:00.20 HA      900_226001567332 A4    3     3
D 2019-09-30 21:56:57.19 00:00:00.00 HA      900_226001567332 A4    1     3
D 2019-09-30 21:56:57.50 00:00:00.10 HA      900_226001567332 A4    2     2
D 2019-09-30 21:56:57.80 00:00:00.10 HA      900_226001567332 A4    2     1
D 2019-09-30 21:56:58.11 00:00:00.10 HA      900_226001567332 A4    2     1
